393,367	0.1478915392743023
393,368	0.39827041413208364
393,369	0.21104494220813108
393,370	0.6528928991742083
393,371	0.1885425329713659
393,372	-0.24487478103891228
393,373	0.2030692330267238
393,374	0.6086951209403487
393,375	-0.28585104565145797
393,376	0.4833823529222757
393,377	0.29141905585965217
393,378	0.38521105394489813
393,379	0.34838580204714326
393,38	0.3111775243491321
393,380	0.35830025109600333
393,381	-0.0571512036423843
393,382	-9.043291852680721E-4
393,383	0.17860069565106435
393,384	0.15072593495005987
393,385	0.31212217099617307
393,386	0.12123331003323876
393,387	-0.025078090775265495
393,388	0.16261665291475583
393,389	0.547010767006262
393,39	-0.05420290815704944
393,390	-0.4487941707625715
393,391	0.17906474785179144
393,392	0.44584667768755887
393,394	-0.2204155075111935
393,395	0.21164608916222374
393,396	-0.35530399182113487
393,397	-0.3730019232961255
393,398	-0.18663585948008823
393,399	0.2722762601708759
